Anio,Mes,CodigoPais,PaisDestino,CodigoDepto,DepartamentoOrigen,Partida,Cadena,Producto,CodigoUnidad,CantidadUnidades,ValorMilesFOBDol,ValorMilesPesos,VolumenToneladas
2018,Agosto,275,Francia,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,9283.5,8.76,26064.47,9.28
2018,Agosto,580,Panamá,25,Cundinamarca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,15.84,0.95,2879.19,0.02
2018,Agosto,767,Suiza,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,6399,9.21,27072.82,6.4
2018,Agosto,53,Arabia Saudita,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,19090,11.34,32736.31,19.09
2018,Agosto,211,Chile,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,38180,22.8,67708.6,38.18
2018,Agosto,249,Estados Unidos,17,Caldas,2008209000 - Las demás piñas tropicales (ananas) preparadas o conservadas de otro modo.,Piña,Piñas,KG,3225.6,6.18,18695.7,3.23
2018,Agosto,249,Estados Unidos,66,Risaralda,2008209000 - Las demás piñas tropicales (ananas) preparadas o conservadas de otro modo.,Piña,Piñas,KG,5288.04,10.06,29687.97,5.29
2018,Agosto,249,Estados Unidos,76,Valle del Cauca,2008209000 - Las demás piñas tropicales (ananas) preparadas o conservadas de otro modo.,Piña,Piñas,KG,3598.4,7.09,20920.16,3.6
2018,Agosto,573,Países Bajos,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,76360,41.5,120515.83,76.36
2018,Agosto,580,Panamá,17,Caldas,2008209000 - Las demás piñas tropicales (ananas) preparadas o conservadas de otro modo.,Piña,Piñas,KG,2016,4.56,13219.39,2.02
2018,Agosto,603,Polonia,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,20000,39.86,116961.6,20
2018,Agosto,23,Alemania,5,Antioquia,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,193200,100.78,297171.55,193.2
2018,Agosto,247,Eslovenia,5,Antioquia,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,206640,94.35,277435.44,206.64
2018,Agosto,386,Italia,5,Antioquia,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,20160,7.07,20977.92,20.16
2018,Agosto,386,Italia,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,209990,111.51,329501.48,209.99
2018,Agosto,628,Reino Unido,5,Antioquia,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,120960,40.34,116943.81,120.96
2018,Agosto,211,Chile,11,Bogotá,2008209000 - Las demás piñas tropicales (ananas) preparadas o conservadas de otro modo.,Piña,Piñas,KG,1228,1.85,5524.91,1.23
2018,Agosto,245,España,5,Antioquia,2008201000 - Piñas tropicales (ananas)- en agua con adición de azúcar u otro edulcorante- incluido el jarabe- preparadas o conservadas de otro modo.,Piña,Piñas,KG,448.8,1.17,3460.2,0.45
2018,Agosto,249,Estados Unidos,5,Antioquia,2008201000 - Piñas tropicales (ananas)- en agua con adición de azúcar u otro edulcorante- incluido el jarabe- preparadas o conservadas de otro modo.,Piña,Piñas,KG,10689.6,23.29,68948.44,10.69
2018,Agosto,249,Estados Unidos,73,Tolima,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,93.6,2.05,5938.35,0.09
2018,Agosto,309,Guadalupe,11,Bogotá,2008209000 - Las demás piñas tropicales (ananas) preparadas o conservadas de otro modo.,Piña,Piñas,KG,360,0.66,1920.76,0.36
2018,Agosto,573,Países Bajos,17,Caldas,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,5041,46.56,135243.72,5.04
2018,Agosto,27,Aruba,8,Atlántico,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,200,0.07,215.17,0.2
2018,Agosto,27,Aruba,11,Bogotá,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,2640,3.59,10859.85,2.64
2018,Agosto,27,Aruba,25,Cundinamarca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,2200,3.39,10092.45,2.2
2018,Agosto,200,Curazao,11,Bogotá,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,3840,2.6,7821.33,3.84
2018,Agosto,249,Estados Unidos,11,Bogotá,2008209000 - Las demás piñas tropicales (ananas) preparadas o conservadas de otro modo.,Piña,Piñas,KG,5259.4,9.72,28517.89,5.26
2018,Agosto,580,Panamá,11,Bogotá,2008209000 - Las demás piñas tropicales (ananas) preparadas o conservadas de otro modo.,Piña,Piñas,KG,4000,7.32,21956.85,4
2018,Agosto,245,España,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,22159.5,19.31,56692.83,22.16
2018,Agosto,767,Suiza,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,7110,9.26,26938.92,7.11
2018,Julio,245,España,11,Bogotá,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,4896,3.39,9934.71,4.9
2018,Julio,245,España,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,6636,7.21,20779.37,6.64
2018,Julio,275,Francia,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,3240,2.43,7041.48,3.24
2018,Julio,211,Chile,66,Risaralda,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,455,5.55,15919.93,0.46
2018,Julio,628,Reino Unido,66,Risaralda,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,1001,12.01,34618.82,1
2018,Julio,53,Arabia Saudita,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,19090,11.34,32610.66,19.09
2018,Julio,211,Chile,17,Caldas,2008201000 - Piñas tropicales (ananas)- en agua con adición de azúcar u otro edulcorante- incluido el jarabe- preparadas o conservadas de otro modo.,Piña,Piñas,KG,12,0.02,62.26,0.01
2018,Julio,211,Chile,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,38180,22.8,65249.62,38.18
2018,Julio,245,España,17,Caldas,2008209000 - Las demás piñas tropicales (ananas) preparadas o conservadas de otro modo.,Piña,Piñas,KG,195,0.49,1407.53,0.2
2018,Julio,245,España,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,57270,28.73,82212.6,57.27
2018,Julio,249,Estados Unidos,5,Antioquia,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,1112,28.73,82772.19,1.11
